SAMPN,PERNO,SNAME_lookup,SZIP_lookup,SCITY_lookup,SNAME_similarity_resulst,ZipCode,CityName,similarity
3022233,3,bach rodt charter academy,95110,san jose,scholars academy,95121,san jose,0.7428571428571429
3022233,4,bach rodt charter academy,95110,san jose,scholars academy,95121,san jose,0.7428571428571429
3022615,4,jr,95132,san jose,latimer,95130,san jose,0.7368421052631579
3022615,5,elementary,95132,san jose,noble elementary,95132,san jose,0.8727272727272727
3022615,6,elementary,95132,san jose,noble elementary,95132,san jose,0.8727272727272727
3023246,1,los altos mountain view adult education program,94043,mountain view,mountain view academy,94041,mountain view,0.6728971962616822
3023358,3,andrew hill high,95111,san jose,andrew p. hill high,95111,san jose,0.9375
3023458,3,bellarmine college prep,95126,san jose,bellarmine college preparatory,95126,san jose,0.9024390243902439
3023458,4,oakgrove high,95123,san jose,oak grove high,95123,san jose,0.9642857142857143
3023491,3,stratford,95032,los gatos,stratford school,95032,los gatos,0.8571428571428571
3023534,4,bret harte middle,95120,san jose,bret harte middle,95120,san jose,0.9841269841269841
3023534,5,bret harte middle,95120,san jose,bret harte middle,95120,san jose,0.9841269841269841
3023534,6,terrell elem,95136,san jose,terrell elementary,95136,san jose,0.8813559322033898
3023578,3,taylor,95123,san jose,calero high,95123,san jose,0.7391304347826086
3023579,3,valley christian high,95111,san jose,valley christian high school,95111,san jose,0.8974358974358975
3023688,3,intermediate scholl,95119,san jose,bernal intermediate,95119,san jose,0.7761194029850746
3023721,4,los paseos elementary,95139,san jose,los paseos elementary,95139,san jose,0.9859154929577465
3023721,5,los poseos elementary,95139,san jose,los paseos elementary,95139,san jose,0.9577464788732394
3023721,6,los paseos elementary,95139,san jose,los paseos elementary,95139,san jose,0.9859154929577465
3023739,3,elementary,95118,san jose,reed elementary,95118,san jose,0.8888888888888888
3023751,3,st timothy's lutheran,95124,san jose,st. timothy's christian academy,95124,san jose,0.7654320987654321
3023762,3,ocala middle,95148,san jose,ocala middle,95148,san jose,0.9811320754716981
3023762,4,cedar grove elementary,95148,san jose,cedar grove elementary,95148,san jose,0.9863013698630136
3023762,5,success charter,95122,san jose,discovery charter,95117,san jose,0.7540983606557377
3024053,4,carolyn clark elementary,95148,san jose,carolyn a. clark elementary,95148,san jose,0.95
3024235,4,morland middle,95130,san jose,moreland middle,95130,san jose,0.9655172413793104
3024687,3,st francis high,94040,mountain view,st. francis high school,94040,mountain view,0.8831168831168831
3024687,4,palo alto preparatory,94043,mountain view,palo alto preparatory school,94043,mountain view,0.9090909090909091
3024687,5,north star academy,94062,redwood city,north star academy,94062,redwood city,0.9863013698630136
3050924,3,neighborhood christian,95620,dixon,neighborhood christian school,95620,dixon,0.8918918918918919
3051199,3,dixon high,95620,dixon,dixon high,95620,dixon,0.9767441860465116
3055798,3,cambridge elementary,95687,vacaville,cambridge elementary,95687,vacaville,0.9859154929577465
3055798,4,cambridge elementary,95687,vacaville,cambridge elementary,95687,vacaville,0.9859154929577465
3055865,3,buckingham charter,95687,vacaville,elise p. buckingham charter magnet high,95687,vacaville,0.75
3055865,4,harper middle,95618,davis,o'hara park middle,94561,oakley,0.6545454545454545
3056012,3,banden high,94533,fairfield,vanden high,94533,fairfield,0.9433962264150944
3056139,3,willis jepson middle,95688,vacaville,willis jepson middle,95688,vacaville,0.9859154929577465
3056265,4,heritage peak,95687,vacaville,sierra vista k-8,95687,vacaville,0.7333333333333333
3056679,4,will  c. wood high,95687,vacaville,will c. wood high,95687,vacaville,0.9696969696969697
7007817,2,carlmont high,94002,belmont,carlmont high,94002,belmont,0.9811320754716981
7007817,3,carlmont high,94002,belmont,carlmont high,94002,belmont,0.9811320754716981
7007956,3,lincoln elementary,94010,burlingame,lincoln elementary,94010,burlingame,0.9855072463768116
7007956,4,lincoln elementary,94010,burlingame,lincoln elementary,94010,burlingame,0.9855072463768116
7008028,3,lincoln elementary,94010,burlingame,lincoln elementary,94010,burlingame,0.9855072463768116
7008028,4,lincoln elementary,94010,burlingame,lincoln elementary,94010,burlingame,0.9855072463768116
7008083,2,burlingame high,94010,burlingame,burlingame high,94010,burlingame,0.9841269841269841
7008083,3,the nueva,94010,hillsborough,the nueva school,94010,hillsborough,0.8709677419354839
7008149,2,mercy high,94010,burlingame,mercy high,94010,burlingame,0.9811320754716981
7008149,3,burlingame intermediate,94010,burlingame,burlingame intermediate,94010,burlingame,0.9873417721518988
7008581,3,mercy high,94010,burlingame,mercy high,94010,burlingame,0.9811320754716981
7008581,4,holy angels,94014,colma,holy angels elementary,94014,colma,0.7857142857142857
7008581,5,holy angels,94014,colma,holy angels elementary,94014,colma,0.7857142857142857
7009053,2,terra nova high,94044,pacifica,terra nova high,94044,pacifica,0.9830508474576272
7009132,3,clevenger preparatory theatre,94110,san francisco,mission preparatory,94110,san francisco,0.735632183908046
7009132,4,clevenger preparatory theatre,94110,san francisco,mission preparatory,94110,san francisco,0.735632183908046
7009338,3,half moon bay high,94019,half moon bay,half moon bay high,94019,half moon bay,0.9866666666666667
7009629,3,menlo atherton high,94027,atherton,menlo-atherton high,94025,atherton,0.9253731343283582
7009629,4,encinal elementary,94027,atherton,encinal elementary,94027,atherton,0.9846153846153847
7009712,2,menlo atherton high,94027,atherton,menlo-atherton high,94025,atherton,0.9253731343283582
7010339,3,daylar middle,94030,millbrae,taylor middle,94030,millbrae,0.9090909090909091
7010339,4,meadow elementary,94403,san mateo,lead elementary,94401,san mateo,0.8888888888888888
7010339,5,meadow elementary,94403,san mateo,lead elementary,94401,san mateo,0.8888888888888888
7010672,4,half moon bay high,94019,half moon bay,half moon bay high,94019,half moon bay,0.9866666666666667
7010742,3,ingrid b lacey middle,94044,pacifica,ingrid b. lacy middle,94044,pacifica,0.9577464788732394
7010742,4,ortega elementary,94044,pacifica,ortega elementary,94044,pacifica,0.9841269841269841
7010773,3,mercy high,94132,san francisco,mercy high school,94132,san francisco,0.8787878787878788
7011073,3,st ignatius college preparatory,94116,san francisco,st. ignatius college preparatory,94116,san francisco,0.9803921568627451
7011126,3,lick wilmerding high,94112,san francisco,lick-wilmerding high school,94112,san francisco,0.8837209302325582
7011126,4,ocean shore,94044,pacifica,oceana high,94044,pacifica,0.8235294117647058
7011297,2,redeemer lutheran,94062,redwood city,redeemer lutheran school,94062,redwood city,0.8974358974358975
7011459,3,our lady of mount carmel,94062,redwood city,our lady of mt. carmel,94062,redwood city,0.9397590361445783
7011517,4,redeemer lutheran,94062,redwood city,redeemer lutheran school,94062,redwood city,0.8974358974358975
7012116,3,woodside high,94062,woodside,woodside high,94062,woodside,0.9818181818181818
7012116,4,kennedy middle,94061,redwood city,john f. kennedy middle,93239,redwood city,0.7671232876712328
7012454,4,john muir elementary,94066,san bruno,john muir elementary,94066,san bruno,0.9859154929577465
7012751,3,carlmont high,94002,belmont,carlmont high,94002,belmont,0.9811320754716981
7012758,3,cms,94070,san carlos,arroyo,94070,san carlos,0.7619047619047619
7012908,3,carlmont high,94002,belmont,carlmont high,94002,belmont,0.9811320754716981
7012908,4,carlmont high,94002,belmont,carlmont high,94002,belmont,0.9811320754716981
7013638,2,south city high,94080,south san francisco,south san francisco high,94080,south san francisco,0.8444444444444444
7013638,3,ponderosa elementary,94080,south san francisco,ponderosa elementary,94080,south san francisco,0.989010989010989
7014476,5,hoover middle,94116,san francisco,hoover (herbert) middle,94116,san francisco,0.8533333333333334
7014476,6,junipero serra elementary,94110,san francisco,serra (junipero) elementary,94110,san francisco,0.8351648351648352
7014534,3,james lick middle,94114,san francisco,lick (james) middle,94114,san francisco,0.8266666666666667
7014614,4,buena vista horace mann,94110,san francisco,buena vista/ horace mann k-8,94110,san francisco,0.9333333333333333
7014667,3,brightworks,94110,san francisco,brightworks,94110,san francisco,0.9836065573770492
7015478,2,sacred heart cathedral preparatory,94109,san francisco,sacred heart cathedral preparatory,94109,san francisco,0.9906542056074766
7015815,3,sacred hearts,94123,san francisco,presidio early ed.,94129,san francisco,0.7142857142857143
7015815,4,sacred hearts,94123,san francisco,presidio early ed.,94129,san francisco,0.7142857142857143
7015815,5,sacred hearts,94123,san francisco,presidio early ed.,94129,san francisco,0.7142857142857143
7016092,3,gateway high,94115,san francisco,gateway high,94115,san francisco,0.9841269841269841
7016359,3,fransico middle,94133,san francisco,francisco middle,94133,san francisco,0.9428571428571428
7016401,3,new traditions,94117,san francisco,new traditions elementary,94117,san francisco,0.8461538461538461
7016454,2,presidio middle,94121,san francisco,presidio middle,94121,san francisco,0.9855072463768116
7016454,3,clarendon elementary,94131,san francisco,alvarado elementary,94114,san francisco,0.8717948717948718
7016552,3,presidio hill,94118,san francisco,presidio hill school,94118,san francisco,0.8888888888888888
7016607,3,george peabody elementary,94118,san francisco,peabody (george) elementary,94118,san francisco,0.8131868131868132
7016607,4,george peabody elementary,94118,san francisco,peabody (george) elementary,94118,san francisco,0.8131868131868132
7016607,5,george peabody elementary,94118,san francisco,peabody (george) elementary,94118,san francisco,0.8131868131868132
7016667,3,alamo elementary,94121,san francisco,alamo elementary,94121,san francisco,0.9859154929577465
7016931,3,lowell high,94132,san francisco,lowell high,94132,san francisco,0.9836065573770492
7017091,3,garfield elementary,94133,san francisco,garfield elementary,94133,san francisco,0.987012987012987
7017104,3,university high,94115,san francisco,mission high,94114,san francisco,0.7878787878787878
7017104,4,dunham academy,94903,san rafael,gate academy,94903,san rafael,0.847457627118644
7017308,3,kipp sf bay academy,94115,san francisco,kipp san francisco bay academy,94115,san francisco,0.8636363636363636
7017308,4,alvarado elementary,94114,san francisco,alvarado elementary,94114,san francisco,0.987012987012987
7017673,3,argonne elementary,94121,san francisco,argonne elementary,94121,san francisco,0.9866666666666667
7018216,3,convent,94123,san francisco,onepurpose,94124,san francisco,0.75
7018216,4,convent,94123,san francisco,onepurpose,94124,san francisco,0.75
7018226,3,brandeis hillel day,94132,san francisco,francisco middle,94133,san francisco,0.7297297297297297
7018226,4,brandeis hillel day,94132,san francisco,francisco middle,94133,san francisco,0.7297297297297297
7018226,5,brandeis hillel day,94132,san francisco,francisco middle,94133,san francisco,0.7297297297297297
7018256,3,george peabody elementary,94118,san francisco,peabody (george) elementary,94118,san francisco,0.8131868131868132
7018256,4,george peabody elementary,94118,san francisco,peabody (george) elementary,94118,san francisco,0.8131868131868132
7018983,4,martin luther king middle,94134,san francisco,king jr. (martin luther) academic middle,94134,san francisco,0.7884615384615384
7019243,3,francis scott key elementary,94122,san francisco,key (francis scott) elementary,94122,san francisco,0.8865979381443299
7019243,4,francis scott key elementary,94122,san francisco,key (francis scott) elementary,94122,san francisco,0.8865979381443299
7019383,3,keys junior high,94306,palo alto,henry m. gunn high,94306,palo alto,0.7692307692307693
7019383,4,costasno elementary,94303,east palo alto,costano elementary,94303,east palo alto,0.9743589743589743
7019709,3,borel middle,94402,san mateo,borel middle,94402,san mateo,0.9818181818181818
7019709,4,park elementary,94402,san mateo,laurel elementary,94403,san mateo,0.8571428571428571
7019823,3,aragon high,94402,san mateo,aragon high,94402,san mateo,0.9811320754716981
7019823,4,baywood elementary,94402,san mateo,baywood elementary,94402,san mateo,0.9850746268656716
7019863,3,aragon high,94402,san mateo,aragon high,94402,san mateo,0.9811320754716981
7020254,3,bearsford elementary,94403,san mateo,beresford elementary,94403,san mateo,0.9577464788732394
7020254,4,bearsford elementary,94403,san mateo,beresford elementary,94403,san mateo,0.9577464788732394
7020281,3,abbott middle,94403,san mateo,abbott middle,94403,san mateo,0.9824561403508771
7020281,4,meadow heights elementary,94403,san mateo,meadow heights elementary,94403,san mateo,0.9876543209876543
7020353,3,hillsdale high,94403,san mateo,hillsdale high,94403,san mateo,0.9830508474576272
7020353,4,hillsdale high,94403,san mateo,hillsdale high,94403,san mateo,0.9830508474576272
7020385,3,abbott middle,94403,san mateo,abbott middle,94403,san mateo,0.9824561403508771
7020385,4,abbott middle,94403,san mateo,abbott middle,94403,san mateo,0.9824561403508771
7020457,3,hillsdale high,94403,san mateo,hillsdale high,94403,san mateo,0.9830508474576272
7020760,3,bowditch middle,94404,foster city,bowditch middle,94404,foster city,0.9846153846153847
7020805,4,bowditch middle,94404,foster city,bowditch middle,94404,foster city,0.9846153846153847
7020873,3,foster city elementary,94404,foster city,foster city elementary,94404,foster city,0.9873417721518988
7157653,3,carlmont high,94002,belmont,carlmont high,94002,belmont,0.9811320754716981
7157658,3,carlmont high,94002,belmont,carlmont high,94002,belmont,0.9811320754716981
7157658,4,carlson high,94002,belmont,carlmont high,94002,belmont,0.9230769230769231
7157912,3,burlingame high,94010,burlingame,burlingame high,94010,burlingame,0.9841269841269841
7157924,3,burlingame high,94010,burlingame,burlingame high,94010,burlingame,0.9841269841269841
7157924,4,mckinley,94010,burlingame,mckinley elementary,94010,burlingame,0.8
7158013,3,panarma elementary,94014,daly city,panorama elementary,94014,daly city,0.9411764705882353
7158013,4,panarma elementary,94014,daly city,panorama elementary,94014,daly city,0.9411764705882353
7158809,3,town for boys,94115,san francisco,town school for boys,94115,san francisco,0.8888888888888888
7158809,4,town for boys,94115,san francisco,town school for boys,94115,san francisco,0.8888888888888888
7158809,5,buena vista child care,94110,san francisco,buena vista/ horace mann k-8,94110,san francisco,0.7640449438202247
7158841,3,los altos high,94022,los altos,los altos high,94022,los altos,0.9830508474576272
7158870,3,los altos high,94022,los altos,los altos high,94022,los altos,0.9830508474576272
7158870,4,santa rita elementary,94022,los altos,santa rita elementary,94022,los altos,0.9863013698630136
7159089,3,menlo-atherton high,94027,atherton,menlo-atherton high,94025,atherton,0.9552238805970149
7159089,4,la entrada,94025,menlo park,la entrada middle,94025,menlo park,0.8666666666666667
7159123,3,menlo-atherton high,94027,atherton,menlo-atherton high,94025,atherton,0.9552238805970149
7159123,4,la entrada,94025,menlo park,la entrada middle,94025,menlo park,0.8666666666666667
7159123,5,la entrada,94025,menlo park,la entrada middle,94025,menlo park,0.8666666666666667
7159176,4,menlo-atherton high,94027,atherton,menlo-atherton high,94025,atherton,0.9552238805970149
7159176,5,hillview,94025,menlo park,hillview middle,94025,menlo park,0.8571428571428571
7159176,6,encinal,94027,atherton,menlo,94027,atherton,0.8292682926829268
7159381,3,mills high,94030,millbrae,mills high,94030,millbrae,0.9795918367346939
7159381,4,mills high,94030,millbrae,mills high,94030,millbrae,0.9795918367346939
7159535,3,mountain view high,94040,mountain view,mountain view high,94040,mountain view,0.9866666666666667
7159535,4,springer,94040,mountain view,springer elementary,94040,mountain view,0.8181818181818182
7159612,3,bellarmine college prep,95126,san jose,bellarmine college preparatory,95126,san jose,0.9024390243902439
7159612,4,saint frances high,94040,mountain view,st. francis high school,94040,mountain view,0.825
7159644,3,mountain view high,94040,mountain view,mountain view high,94040,mountain view,0.9866666666666667
7159644,4,mountain view high,94040,mountain view,mountain view high,94040,mountain view,0.9866666666666667
7159698,5,crittendale middle,94043,mountain view,crittenden middle,94043,mountain view,0.9459459459459459
7160119,3,neighborhood kids corner,94061,redwood city,canyon oaks youth center,94062,redwood city,0.6352941176470588
7160119,4,neighborhood kids corner,94061,redwood city,canyon oaks youth center,94062,redwood city,0.6352941176470588
7160181,3,woodside high,94062,woodside,woodside high,94062,woodside,0.9818181818181818
7160181,4,woodside high,94062,woodside,woodside high,94062,woodside,0.9818181818181818
7160251,3,sequoia high,94062,redwood city,sequoia high,94062,redwood city,0.9836065573770492
7160251,4,sequoia high,94062,redwood city,sequoia high,94062,redwood city,0.9836065573770492
7160423,3,garfield middle,94025,menlo park,garfield elementary,94025,menlo park,0.8059701492537313
7160423,4,garfield middle,94025,menlo park,garfield elementary,94025,menlo park,0.8059701492537313
7160423,5,garfield middle,94025,menlo park,garfield elementary,94025,menlo park,0.8059701492537313
7160423,6,garfield middle,94025,menlo park,garfield elementary,94025,menlo park,0.8059701492537313
7160637,3,fusion academy,94403,san mateo,fusion academy - san mateo,94403,san mateo,0.8450704225352113
7160814,6,cappuccino high,94066,san bruno,capuchino high,94066,san bruno,0.9333333333333333
7161097,3,el camino high,94080,south san francisco,el camino high,94080,south san francisco,0.9873417721518988
7161097,4,buri buri elementary,94080,south san francisco,buri buri elementary,94080,south san francisco,0.989010989010989
7161536,3,columbia,94085,sunnyvale,columbia middle,94085,sunnyvale,0.8518518518518519
7161536,4,bishop,94085,sunnyvale,bishop elementary,94085,sunnyvale,0.7777777777777778
7161683,3,westmont high,95008,campbell,westmont high,95008,campbell,0.9818181818181818
7161738,3,cumberland,94087,sunnyvale,cumberland elementary,94087,sunnyvale,0.8064516129032258
7161738,4,cumberland,94087,sunnyvale,cumberland elementary,94087,sunnyvale,0.8064516129032258
7161738,5,cumberland,94087,sunnyvale,cumberland elementary,94087,sunnyvale,0.8064516129032258
7161833,5,fremont high,94087,sunnyvale,fremont high,94087,sunnyvale,0.9818181818181818
7161833,6,fremont high,94087,sunnyvale,fremont high,94087,sunnyvale,0.9818181818181818
7161839,3,the king's academy,94085,sunnyvale,the king's academy,94085,sunnyvale,0.9850746268656716
7161839,4,the king's academy,94085,sunnyvale,the king's academy,94085,sunnyvale,0.9850746268656716
7161839,5,stocklmeir elementary,94087,sunnyvale,louis e. stocklmeir elementary,94087,sunnyvale,0.8780487804878049
7161841,4,cupertino middle,94087,sunnyvale,cupertino middle,94087,sunnyvale,0.9841269841269841
7161892,5,cupertino middle,94087,sunnyvale,cupertino middle,94087,sunnyvale,0.9841269841269841
7162394,3,town for boys,94115,san francisco,town school for boys,94115,san francisco,0.8888888888888888
7162686,3,saint ignatius,94116,san francisco,st. paul's,94131,san francisco,0.7619047619047619
7162686,4,saint finnbarr,94112,san francisco,saint vincent de paul,94123,san francisco,0.7567567567567568
7162714,3,local 38 plumbers apprenticeship,94103,san francisco,west portal lutheran school,94132,san francisco,0.6122448979591837
7162736,5,guadalupe elementary,94112,san francisco,guadalupe elementary,94112,san francisco,0.9873417721518988
7162973,2,waldor,94115,san francisco,nomad,94110,san francisco,0.76
7162973,3,waldor,94115,san francisco,nomad,94110,san francisco,0.76
7163193,3,lowell high,94132,san francisco,lowell high,94132,san francisco,0.9836065573770492
7163193,4,ecole notre dame des victoires,94108,san francisco,ecole notre dame des victoires,94108,san francisco,0.98989898989899
7163557,3,scared heart cathedral,94109,san francisco,sacred heart cathedral preparatory,94109,san francisco,0.8421052631578947
7163640,3,ap giannini middle,94122,san francisco,giannini (a.p.) middle,94122,san francisco,0.8607594936708861
7163640,4,grattan elementary,94117,san francisco,grattan elementary,94117,san francisco,0.9866666666666667
7163855,3,lick-wilmerding high,94112,san francisco,lick-wilmerding high school,94112,san francisco,0.9069767441860465
7163855,4,katherine delmar burke,94121,san francisco,katherine delmar burke school,94121,san francisco,0.9111111111111111
7163875,4,notre dame des victories,94108,san francisco,ecole notre dame des victoires,94108,san francisco,0.9032258064516129
7163875,5,notre dame des victories,94108,san francisco,ecole notre dame des victoires,94108,san francisco,0.9032258064516129
7164157,5,bay high,94129,san francisco,balboa high,94112,san francisco,0.8620689655172413
7164171,2,lowell high,94132,san francisco,lowell high,94132,san francisco,0.9836065573770492
7164171,3,persidiom,94116,san francisco,presidio middle,94121,san francisco,0.8253968253968254
7164210,5,herbert hoover middle,94116,san francisco,hoover (herbert) middle,94116,san francisco,0.7951807228915663
7164355,3,st anne,94122,san francisco,saint anne school,94122,san francisco,0.8253968253968254
7164355,4,st anne,94122,san francisco,saint anne school,94122,san francisco,0.8253968253968254
7164355,5,st anne,94122,san francisco,saint anne school,94122,san francisco,0.8253968253968254
7164605,5,gordon j. lau elementary,94108,san francisco,lau (gordon j.) elementary,94108,san francisco,0.8764044943820225
7164605,6,e.r. taylor elementary,R3G 1,winnipeg,center elementary,94533,fairfield,0.5507246376811594
7164607,2,dr charles drew elementary,94124,san francisco,harte (bret) elementary,94124,san francisco,0.8409090909090909
7164777,3,lowell high,94132,san francisco,lowell high,94132,san francisco,0.9836065573770492
7165313,3,aptos middle,94127,san francisco,aptos middle,94127,san francisco,0.9841269841269841
7165313,4,aptos middle,94127,san francisco,aptos middle,94127,san francisco,0.9841269841269841
7165339,4,st john's elementary,94131,san francisco,sutro elementary,94118,san francisco,0.8533333333333334
7165367,3,corner stone,94134,san francisco,rise institute,94124,san francisco,0.7384615384615385
7165367,4,coner stone,94134,san francisco,onepurpose,94124,san francisco,0.8
7165390,3,lowell high,94132,san francisco,lowell high,94132,san francisco,0.9836065573770492
7165390,4,er taylor elementary,94134,san francisco,el dorado elementary,94134,san francisco,0.8607594936708861
7165506,3,palo alto high,94301,palo alto,palo alto high,94301,palo alto,0.9830508474576272
7165506,4,palo alto high,94301,palo alto,palo alto high,94301,palo alto,0.9830508474576272
7165506,5,jordan middle,94303,palo alto,ravenswood middle,94303,east palo alto,0.7575757575757576
7165540,3,addison elementary,94301,palo alto,addison elementary,94301,palo alto,0.9850746268656716
7165540,4,addison elementary,94301,palo alto,addison elementary,94301,palo alto,0.9850746268656716
7165553,5,palo alto high,94301,palo alto,palo alto high,94301,palo alto,0.9830508474576272
7165605,4,phoenix academy,94303,east palo alto,brentwood academy,94303,east palo alto,0.821917808219178
7165934,3,jls middle,94306,palo alto,ellen fletcher middle,94306,palo alto,0.7419354838709677
7165934,4,jls middle,94306,palo alto,ellen fletcher middle,94306,palo alto,0.7419354838709677
7165941,3,gunn high,94306,palo alto,henry m. gunn high,94306,palo alto,0.8275862068965517
7165941,4,gunn high,94306,palo alto,henry m. gunn high,94306,palo alto,0.8275862068965517
7165949,3,los altos high,94022,los altos,los altos high,94022,los altos,0.9830508474576272
7165949,4,egan junior high,94022,los altos,ardis g. egan junior high,94022,los altos,0.8611111111111112
7165950,4,gunn high,94306,palo alto,henry m. gunn high,94306,palo alto,0.8275862068965517
7166214,3,park elementary,94402,san mateo,laurel elementary,94403,san mateo,0.8571428571428571
7166214,4,park elementary,94402,san mateo,laurel elementary,94403,san mateo,0.8571428571428571
7166664,3,bayside stem academy,94403,san mateo,bayside academy,94403,san mateo,0.9090909090909091
7166678,3,hillsdale high,94403,san mateo,hillsdale high,94403,san mateo,0.9830508474576272
7166712,3,junipero serra high,94403,san mateo,junipero serra high school,94403,san mateo,0.8947368421052632
7166712,4,junipero serra high,94403,san mateo,junipero serra high school,94403,san mateo,0.8947368421052632
7166712,5,beresford elementary,94403,san mateo,beresford elementary,94403,san mateo,0.9859154929577465
7166886,3,hillsdale high,94403,san mateo,hillsdale high,94403,san mateo,0.9830508474576272
7166886,4,bowditch middle,94404,foster city,bowditch middle,94404,foster city,0.9846153846153847
7166886,5,bowditch middle,94404,foster city,bowditch middle,94404,foster city,0.9846153846153847
7166940,3,mayalin elementary,94501,alameda,franklin elementary,94501,alameda,0.875
7167061,3,alameda high,94501,alameda,alameda high,94501,alameda,0.9803921568627451
7167061,4,lincoln middle,94501,alameda,lincoln middle,94501,alameda,0.9818181818181818
7167103,3,encinal high,94501,alameda,alameda high,94501,alameda,0.7843137254901961
7167103,4,academy of alameda,94501,alameda,the academy of alameda,94501,alameda,0.9253731343283582
7167103,5,lum,94501,alameda,maya lin,94501,alameda,0.7368421052631579
7167215,2,american canyon middle,94503,american canyon,american canyon middle,94589,american canyon,0.9425287356321839
7168501,3,armijo high,94533,fairfield,armijo high,94533,fairfield,0.9811320754716981
7168501,4,rolling hills,94534,fairfield,rolling hills elementary,94534,fairfield,0.8235294117647058
7168751,3,brookvale elementary,94536,fremont,brookvale elementary,94536,fremont,0.9850746268656716
7168751,4,brookvale elementary,94536,fremont,brookvale elementary,94536,fremont,0.9850746268656716
7168837,3,washington,94536,fremont,washington high,94536,fremont,0.8846153846153846
7168837,4,centerville junior high,94536,fremont,centerville junior high,94536,fremont,0.9863013698630136
7168885,3,washington high,94536,fremont,washington high,94536,fremont,0.9824561403508771
7168885,4,centerville junior high,94536,fremont,centerville junior high,94536,fremont,0.9863013698630136
7168918,3,washington high,94536,fremont,washington high,94536,fremont,0.9824561403508771
7168918,4,centerville junior high,94536,fremont,centerville junior high,94536,fremont,0.9863013698630136
7168930,3,centerville junior high,94536,fremont,centerville junior high,94536,fremont,0.9863013698630136
7168930,4,vallejo mill,94536,fremont,vallejo mill elementary,94536,fremont,0.8064516129032258
7169053,4,irvington high,94538,fremont,irvington high,94538,fremont,0.9818181818181818
7169053,5,sunol glenn,94586,sunol,sunol glen elementary,94586,sunol,0.8
7169085,3,blacow elementary,94538,fremont,john blacow elementary,94538,fremont,0.9090909090909091
7169097,3,irvington high,94538,fremont,irvington high,94538,fremont,0.9818181818181818
7169097,4,irvington high,94538,fremont,irvington high,94538,fremont,0.9818181818181818
7169097,5,o n hirsch elementary,94538,fremont,o. n. hirsch elementary,94538,fremont,0.9577464788732394
7169214,3,irvington high,94538,fremont,irvington high,94538,fremont,0.9818181818181818
7169214,4,irvington high,94538,fremont,irvington high,94538,fremont,0.9818181818181818
7169400,4,harkar high,95117,san jose,branham high,95118,san jose,0.7692307692307693
7169467,3,mission san jose high,94539,fremont,mission san jose high,94539,fremont,0.9855072463768116
7169474,3,mission san jose elementary,94539,fremont,mission san jose elementary,94539,fremont,0.9876543209876543
7169474,4,mission san jose elementary,94539,fremont,mission san jose elementary,94539,fremont,0.9876543209876543
7169594,3,strobridge elementary,94546,hayward,stonebrae elementary,94542,hayward,0.8529411764705882
7169594,4,strobridge elementary,94546,hayward,stonebrae elementary,94542,hayward,0.8529411764705882
7169768,3,stonebrae,94542,hayward,stonebrae elementary,94542,hayward,0.7857142857142857
7169768,4,stonebrae,94542,hayward,stonebrae elementary,94542,hayward,0.7857142857142857
7169847,4,leadership high,94544,hayward,tennyson high,94544,hayward,0.7272727272727273
7169847,5,ochoa middle,94545,hayward,anthony w. ochoa middle,94545,hayward,0.8064516129032258
7169847,6,burbank elementary,94541,hayward,burbank elementary,94541,hayward,0.9841269841269841
7170059,3,saint clements middle,94544,hayward,winton middle,94540,hayward,0.7540983606557377
7170059,4,clement,94544,hayward,bowman elementary,94544,hayward,0.7450980392156863
7170371,5,del rey elementary,94580,san lorenzo,del rey elementary,94580,san lorenzo,0.9859154929577465
7170429,3,eldgride elementary,94544,hayward,eldridge elementary,94544,hayward,0.9538461538461539
7170513,2,castro valley high,94546,castro valley,castro valley high,94546,castro valley,0.9866666666666667
7170513,3,proctor elementary,94546,castro valley,proctor elementary,94546,castro valley,0.9866666666666667
7170513,4,proctor elementary,94546,castro valley,proctor elementary,94546,castro valley,0.9866666666666667
7170751,3,evcp high,94551,livermore,livermore high,94550,livermore,0.7407407407407407
7170751,4,middle,94551,livermore,east avenue middle,94550,livermore,0.7272727272727273
7170754,3,livermore high,94550,livermore,livermore high,94550,livermore,0.9830508474576272
7170754,4,livermore high,94550,livermore,livermore high,94550,livermore,0.9830508474576272
7170782,2,east avenue middle,94550,livermore,east avenue middle,94550,livermore,0.9850746268656716
7170782,3,east avenue middle,94550,livermore,east avenue middle,94550,livermore,0.9850746268656716
7170782,4,rancho las positas,94551,livermore,rancho las positas elementary,94551,livermore,0.8461538461538461
7170783,3,granada high,94550,livermore,granada high,94550,livermore,0.9818181818181818
7170825,3,livermore high,94550,livermore,livermore high,94550,livermore,0.9830508474576272
7170825,4,livermore high,94550,livermore,livermore high,94550,livermore,0.9830508474576272
7170825,5,lindon hall middle,94550,livermore,william mendenhall middle,94550,livermore,0.8378378378378378
7170865,3,livermore valley charter,94550,livermore,livermore high,94550,livermore,0.7536231884057971
7170865,4,livermore valley charter,94550,livermore,livermore high,94550,livermore,0.7536231884057971
7170902,3,pleasanton middle,94566,pleasanton,pleasanton middle,94566,pleasanton,0.9850746268656716
7170902,4,herst elementary,94566,pleasanton,alisal elementary,94566,pleasanton,0.8484848484848485
7170935,3,livermore high,94550,livermore,livermore high,94550,livermore,0.9830508474576272
7170943,3,de la salle,94518,concord,diablo valley,94519,concord,0.7450980392156863
7171061,3,valley christian center,94568,dublin,valley christian elementary school,94568,dublin,0.8048780487804879
